cust_id,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,utilisation_rate,cash_advance_ratio,payment_ratio,purchase_type,R_score,F_score,M_score,rfm_score,segment,high_utilisation,cash_dependent,poor_payer,risk_flags,watch_list
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,0.12289244919999999,0.0,1.794628086245627,Installment,4,5,5,14,Champions,False,False,False,0,False
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0.9242575780000001,0.9971248785153356,0.29045204898174615,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,0.860776653875,0.587986408943158,0.28944062135717546,Installment,3,3,5,11,Loyal,True,False,False,1,False
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,0.6906914513333333,0.9996409689863184,0.1890788727590424,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,0.0164357956,0.0,6.048794320121112,Installment,3,3,3,9,At Risk,False,False,False,0,False
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,0.153005556,0.0,0.8647110133934295,Installment,3,3,3,9,At Risk,False,False,False,0,False
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,0.89449273325,0.0,0.29449260240750885,Installment,4,4,3,11,Loyal,True,False,False,1,False
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,1.008342343,0.0,0.11055671956465452,Installment,3,3,2,8,At Risk,True,False,False,1,False
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,0.5661805616000001,0.03475402140724366,0.32618300535289824,One-off,4,5,5,14,Champions,False,False,False,0,False
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,0.07352346666666666,0.0,17.69604258935503,Installment,4,4,4,12,Champions,False,False,False,0,False
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,0.4222390418888889,0.6523698073070368,2.493729636592686,One-off,4,4,5,13,Champions,False,True,False,1,False
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,0.8947618698333334,0.9987499216560276,0.2649609529278133,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,0.056593893,0.0,1.260709832932372,Installment,4,4,3,11,Loyal,False,False,False,0,False
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,0.9505689647058824,0.7038872574019094,0.550523735409754,One-off,2,2,2,6,Dormant,True,True,False,2,True
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,0.12569481700000001,0.0,1.6399543400421819,Installment,4,4,3,11,Loyal,False,False,False,0,False
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,0.6812251782857143,0.8521260951641708,0.2238578010044499,One-off,3,3,3,9,At Risk,False,True,False,1,False
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,0.0031976072463768116,0.0,6.970661118503747,Installment,3,3,2,8,At Risk,False,False,False,0,False
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,0.9335553815384615,0.5116168046027342,0.3485413879736592,Installment,4,5,5,14,Champions,True,False,False,1,False
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,0.19371222066666666,0.11532488344219542,0.555328043437537,Installment,4,5,4,13,Champions,False,False,False,0,False
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,0.6412212441904762,0.784920162057323,0.2554446203369979,One-off,2,2,3,7,Dormant,False,True,False,1,False
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,0.10471704416666668,0.0,3.3431879167525165,One-off,4,3,4,11,Loyal,False,False,False,0,False
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,0.31973651054545454,0.0,2.4830459118267836,Installment,4,4,3,11,Loyal,False,False,False,0,False
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0.9201948783333334,0.990026366994368,0.2120855783999537,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,0.8252307712222222,0.9998873160087537,0.22029411030571608,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,0.8094961656,0.4161738488646973,0.39963000560861245,One-off,4,5,5,14,Champions,False,False,False,0,False
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,0.696602016,0.9345194336613798,0.19729332758832996,One-off,2,2,2,6,Dormant,False,True,False,1,False
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,0.18821363066666666,0.8649130823328172,14.208582581665611,One-off,2,3,4,9,At Risk,False,True,False,1,False
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0.3685821166666667,0.9996809254625755,4.615949941952552,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,0.2616299206666667,0.5889165633150097,1.606217216505742,One-off,3,5,5,13,Champions,False,False,False,0,False
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,0.9121579551111111,0.0,0.21147989172129703,One-off,2,2,2,6,Dormant,True,False,False,1,False
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0.9071615846666667,0.9993255033685903,0.2778016116627029,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,0.625405364,0.0,0.26901563608514145,Installment,4,4,5,13,Champions,False,False,False,0,False
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,0.0,0.0,12,0.9342965358333334,0.296553569247681,0.0,Installment,3,3,3,9,At Risk,True,False,True,2,True
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,0.27908655823529416,0.9015118782260063,0.3702051960353641,Installment,3,2,2,7,Dormant,False,True,False,1,False
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,0.0,0.0,12,0.930978865952381,0.9994954268519826,0.0,No purchases,1,1,1,3,Lost,True,True,True,3,True
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,0.0696567209090909,0.0,11.019121773909665,One-off,4,5,5,14,Champions,False,False,False,0,False
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,0.21595245825,0.5775164504189396,0.6797638377453554,One-off,2,2,3,7,Dormant,False,False,False,0,False
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,0.4109443214166667,0.9043344178944398,1.644921222096107,One-off,3,3,4,10,Loyal,False,True,False,1,False
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,0.43155542599999996,0.0,1.2962711018242887,One-off,3,4,5,12,Champions,False,False,False,0,False
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.4473374568571428,0.9968978698245979,0.441586535665482,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,0.15489138533333333,0.5001319584533641,6.6786028426280115,One-off,3,3,5,11,Loyal,False,False,False,0,False
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,0.0,0.0,12,0.2186659973333333,0.0,0.0,One-off,2,3,4,9,At Risk,False,False,True,1,False
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,0.0,0.0,12,0.9063045365000001,0.6802100230213474,0.0,One-off,2,2,3,7,Dormant,True,True,True,3,True
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,0.3181774172,0.0,2.378694238668858,One-off,4,5,5,14,Champions,False,False,False,0,False
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0.99278469125,0.9955668947884978,0.19257603353139652,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,0.9156506766666667,0.8084277356751731,0.3840935164571372,Installment,3,3,3,9,At Risk,True,True,False,2,True
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,0.2890944666153846,0.0,1.8667413249396239,One-off,2,2,2,6,Dormant,False,False,False,0,False
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,0.972371063125,0.0,0.21716664242849476,One-off,2,2,2,6,Dormant,True,False,False,1,False
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0.19508023566265062,0.9997382659704807,5.39383229930101,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,0.0,0.0,12,0.0044702225,0.0,0.0,One-off,2,2,4,8,At Risk,False,False,True,1,False
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,1.0399388135135135,0.4595530978051498,1.9159807155517385,Installment,4,5,5,14,Champions,True,False,False,1,False
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,0.9766999927777779,0.0,0.441969946304054,One-off,3,3,3,9,At Risk,True,False,False,1,False
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,0.5398983033333333,0.9989004024184074,0.1801507399440503,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0.6305220116,0.9973952129802414,0.3423701916061031,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,0.6650872631666667,0.0,1.7228599728635097,One-off,3,3,3,9,At Risk,False,False,False,0,False
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,0.9996679329411765,0.0,0.9549414613898501,One-off,3,2,4,9,At Risk,True,False,False,1,False
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,0.8780293958400001,0.5981824517302969,0.23470379671670802,Installment,4,3,3,10,Loyal,True,False,False,1,False
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,0.4272031694285714,0.857820158825794,9.43788362342513,Installment,3,5,5,13,Champions,False,True,False,1,False
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,0.09371614428571429,0.9993221946879705,1.3857533582173662,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,0.8039877417777778,0.0,0.4911773288187327,One-off,3,3,4,10,Loyal,False,False,False,0,False
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,0.0887224195,0.0,2.447202013741031,One-off,3,3,4,10,Loyal,False,False,False,0,False
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,0.9767389373333334,0.0,0.33951506161421646,Installment,4,4,3,11,Loyal,True,False,False,1,False
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,0.1570580408181818,0.0,1.712284338990773,One-off,4,4,4,12,Champions,False,False,False,0,False
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,0.3858731193333333,0.0,2.481694633800689,Installment,4,3,3,10,Loyal,False,False,False,0,False
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,1.0047638983333333,0.974571401609849,0.024263086384557285,No purchases,1,1,1,3,Lost,True,True,True,3,True
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,0.9419743777142857,0.9222482996619411,0.24634227399012792,One-off,3,3,3,9,At Risk,True,True,False,2,True
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,0.0034715125999999997,0.0,19.490717912829716,Installment,3,4,3,10,Loyal,False,False,False,0,False
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0.008587864315789473,0.999665137461745,1.4115086386873716,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,0.0003155258333333333,0.0,43.88629904874527,Installment,3,3,2,8,At Risk,False,False,False,0,False
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,0.035387025,0.0,16.694253070844365,Installment,3,4,3,10,Loyal,False,False,False,0,False
C10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,0.21504027622222222,0.05639533739061254,2.541397559898813,One-off,4,5,5,14,Champions,False,False,False,0,False
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,0.008176800121212122,0.0,9.382399116779935,One-off,4,4,4,12,Champions,False,False,False,0,False
C10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,0.6427227623636365,0.7780627951559764,0.6491169710492719,One-off,4,5,5,14,Champions,False,True,False,1,False
C10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,0.6060186022962963,0.6992093034785996,0.3692841734656849,One-off,4,5,5,14,Champions,False,True,False,1,False
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,0.8971790351111112,0.6938192707275567,0.2659147117486469,One-off,2,2,2,6,Dormant,True,True,False,2,True
C10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,0.9400408098461538,0.9996321167813845,0.24580926634769623,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,1.042361677111111,0.06775406801673535,0.6831509355462851,Installment,4,5,5,14,Champions,True,False,False,1,False
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,0.4942517725,0.8075902691149269,1.5452042560676564,Installment,4,4,4,12,Champions,False,True,False,1,False
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,0.7341533777777778,0.9139787617416638,0.33334473542992177,One-off,2,2,2,6,Dormant,False,True,False,1,False
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,0.0,0.0,12,0.54488243375,0.0,0.0,One-off,2,2,3,7,Dormant,False,False,True,1,False
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,0.0,0.0,12,0.97061907,0.0,0.0,One-off,2,2,2,6,Dormant,True,False,True,2,True
C10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,0.9498190683333333,0.9917771889221763,0.13308724508017294,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,0.269992618,0.0,0.2573349351504921,One-off,3,3,4,10,Loyal,False,False,False,0,False
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,0.0,0.0,12,0.87641782775,0.9994169042847305,0.0,No purchases,1,1,1,3,Lost,True,True,True,3,True
C10103,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,0.0006725772857142857,0.0,38.16023711112096,Installment,2,2,2,6,Dormant,False,False,False,0,False
C10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,0.0032505900000000003,0.0,4.507902894627788,One-off,2,2,2,6,Dormant,False,False,False,0,False
C10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,0.0116972055,0.0,29.193127597956757,Installment,4,4,4,12,Champions,False,False,False,0,False
C10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,0.6210178792982456,0.0,2.5905963095288795,One-off,4,5,5,14,Champions,False,False,False,0,False
C10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,0.0,0.0,12,0.00013872,0.0,0.0,Installment,4,5,3,12,Champions,False,False,True,1,False
C10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,0.215518095,0.9989145887793954,2.591775970168342,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,0.61038574775,0.5426425766950084,0.2181094461645036,One-off,2,2,4,8,At Risk,False,False,False,0,False
C10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,0.163462546,0.0,2.6797811868491292,Installment,4,4,4,12,Champions,False,False,False,0,False
C10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000.0,1241.538024,1439.230899,0.0,12,0.6233001005,0.9998161922686938,0.248934880670561,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2,10,2000.0,577.050373,498.365419,0.0,12,0.623312279,0.4926526365772114,0.4625192485189924,Installment,3,3,3,9,At Risk,False,False,False,0,False
C10114,6644.201651,1.0,4478.75,2721.59,1757.16,7205.520805,1.0,0.916667,1.0,0.583333,21,64,9000.0,10857.94321,2469.571326,0.083333,12,0.7382446278888889,0.6166327614689799,1.633952403591251,One-off,4,5,5,14,Champions,False,True,False,1,False
C10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0,34,5500.0,858.976682,108.319927,0.0,12,0.028403046,0.0,5.463645989432182,Installment,4,5,4,13,Champions,False,False,False,0,False
